payment_id,customer_id,amount,timestamp,payment_status,failure_reason,attempt_number,payment_method
PAY200077,C101129,11026.35,2026-01-16 15:41:25,failed,authentication_failure,1,wallet
PAY200078,C102726,50385.69,2026-03-13 07:49:29,failed,payment_method_invalid,4,upi
PAY200079,C101614,18182.76,2026-07-29 22:16:00,failed,insufficient_funds,2,netbanking
PAY200080,C101102,33554.32,2026-03-05 17:03:02,failed,payment_method_invalid,1,card
PAY200081,C100628,4757.16,2026-02-19 02:23:57,failed,insufficient_funds,2,card
PAY200082,C103873,6915.15,2026-03-02 08:48:52,failed,network_error,1,upi
PAY200083,C102816,22107.61,2026-01-19 10:42:21,failed,payment_method_invalid,1,netbanking
PAY200084,C103943,3088.8,2026-06-15 07:32:18,failed,payment_method_invalid,1,card
PAY200085,C101980,82665.87,2026-01-15 14:13:32,failed,bank_decline,2,upi
PAY200086,C103274,10597.75,2026-05-01 14:14:57,failed,payment_method_invalid,4,card
PAY200087,C102559,5568.33,2026-02-17 08:42:56,failed,authentication_failure,2,upi
PAY200088,C102100,18818.15,2026-05-31 22:06:40,failed,authentication_failure,2,netbanking
PAY200089,C101897,4072.95,2026-02-06 08:27:01,failed,authentication_failure,3,upi
PAY200090,C102000,49609.78,2026-04-02 14:15:02,failed,network_error,3,upi
PAY200091,C101649,14375.61,2026-04-11 13:24:02,failed,insufficient_funds,3,upi
PAY200092,C102559,3103.23,2026-03-20 21:53:42,failed,insufficient_funds,2,upi
PAY200093,C101969,3525.47,2026-04-16 03:20:32,failed,insufficient_funds,1,card
PAY200094,C103882,9417.84,2026-02-02 16:22:37,failed,insufficient_funds,1,netbanking
PAY200095,C103598,28328.94,2026-02-05 05:25:58,failed,insufficient_funds,1,netbanking
PAY200096,C101857,3101.59,2026-07-04 08:26:35,failed,network_error,2,card
PAY200097,C101584,8690.06,2026-01-19 14:01:59,failed,bank_decline,1,upi
PAY200098,C103035,11893.4,2026-02-02 23:25:59,failed,insufficient_funds,2,card
PAY200099,C102569,14566.18,2026-05-21 00:52:09,failed,network_error,1,upi
PAY200100,C100927,24135.44,2026-03-31 22:39:07,failed,insufficient_funds,1,upi
PAY200101,C103335,21031.42,2026-03-27 08:26:36,failed,insufficient_funds,1,card
PAY200102,C102729,102002.98,2026-05-01 02:54:57,failed,expired_card,2,card
PAY200103,C102484,20217.28,2026-01-20 21:29:20,failed,payment_method_invalid,1,card
PAY200104,C103128,14811.39,2026-02-02 14:37:32,failed,expired_card,2,netbanking
PAY200105,C100904,5803.49,2026-07-23 00:46:10,failed,expired_card,2,upi
PAY200106,C103199,2999.23,2026-06-19 01:01:36,failed,payment_method_invalid,1,card
PAY200107,C100487,7348.91,2026-05-31 21:45:50,failed,expired_card,2,netbanking
PAY200108,C103173,28874.6,2026-02-18 15:15:36,failed,insufficient_funds,2,netbanking
PAY200109,C102363,23981.0,2026-02-10 16:46:27,failed,insufficient_funds,1,upi
PAY200110,C102327,8029.71,2026-06-10 13:07:14,failed,expired_card,3,card
PAY200111,C102909,5950.83,2026-02-01 02:45:32,failed,expired_card,3,upi
PAY200112,C101242,2961.33,2026-02-14 20:22:20,failed,authentication_failure,2,card
PAY200113,C103074,33539.61,2026-01-21 17:39:08,failed,insufficient_funds,1,card
PAY200114,C100102,4994.8,2026-01-21 22:23:21,failed,payment_method_invalid,2,wallet
PAY200115,C102775,3785.03,2026-05-17 10:30:39,failed,bank_decline,1,card
PAY200116,C103177,12744.07,2026-02-02 19:16:02,failed,payment_method_invalid,1,card
PAY200117,C100013,74052.94,2026-05-01 05:47:20,failed,bank_decline,2,card
PAY200118,C102778,1585.45,2026-06-13 14:47:40,failed,insufficient_funds,1,card
PAY200119,C103095,2437.93,2026-07-03 21:47:13,failed,network_error,2,card
PAY200120,C102088,34161.47,2026-05-07 13:39:56,failed,insufficient_funds,2,upi
PAY200121,C102418,1673.64,2026-04-05 23:05:19,failed,insufficient_funds,1,upi
PAY200122,C100237,19713.83,2026-01-14 12:08:36,failed,payment_method_invalid,1,card
PAY200123,C103952,19614.57,2026-03-26 18:26:37,failed,network_error,1,netbanking
PAY200124,C103866,13919.67,2026-07-02 15:03:43,failed,insufficient_funds,2,upi
PAY200125,C103058,7002.16,2026-02-23 23:26:05,failed,network_error,2,wallet
PAY200126,C100060,4749.72,2026-01-21 13:48:43,failed,bank_decline,1,upi
PAY200127,C101720,8401.73,2026-04-14 13:20:50,failed,insufficient_funds,1,netbanking
PAY200128,C103271,6132.08,2026-03-30 22:11:03,failed,insufficient_funds,1,card
PAY200129,C102704,4790.65,2026-05-29 07:37:09,failed,authentication_failure,1,upi
PAY200130,C103618,8804.34,2026-04-13 13:58:56,failed,insufficient_funds,1,card
PAY200131,C102463,3139.91,2026-05-17 07:12:18,failed,payment_method_invalid,2,card
PAY200132,C102855,14674.74,2026-05-11 20:48:30,failed,insufficient_funds,1,upi
PAY200133,C101349,2959.27,2026-05-14 07:19:12,failed,expired_card,1,upi
PAY200134,C103251,9344.79,2026-05-20 15:22:34,failed,expired_card,2,upi
PAY200135,C102134,2040.99,2026-04-25 14:06:03,failed,insufficient_funds,2,netbanking
PAY200136,C103200,25708.16,2026-05-30 02:44:10,failed,expired_card,2,upi
PAY200137,C100817,5484.16,2026-02-26 17:14:19,failed,network_error,2,upi
PAY200138,C101072,7131.84,2026-01-22 23:47:05,failed,network_error,1,upi
PAY200139,C100351,2748.36,2026-03-30 06:21:34,failed,authentication_failure,3,upi
PAY200140,C102700,1360.26,2026-04-23 20:47:43,failed,payment_method_invalid,2,card
PAY200141,C102932,17217.31,2026-07-14 10:34:36,failed,insufficient_funds,1,card
PAY200142,C101134,5045.43,2026-04-22 10:11:18,failed,expired_card,1,card
PAY200143,C101536,34535.92,2026-05-16 22:27:39,failed,insufficient_funds,2,upi
PAY200144,C102277,5984.06,2026-02-26 14:39:22,failed,insufficient_funds,1,netbanking
PAY200145,C103022,7223.94,2026-05-18 19:40:49,failed,insufficient_funds,1,card
PAY200146,C101211,36878.37,2026-06-09 21:39:53,failed,expired_card,2,card
PAY200147,C101953,5456.5,2026-04-10 07:26:05,failed,expired_card,1,card
PAY200148,C100742,18061.32,2026-04-30 02:17:42,failed,bank_decline,1,card
PAY200149,C103239,29947.68,2026-05-26 06:00:44,failed,payment_method_invalid,1,upi
PAY200150,C103493,31645.44,2026-04-17 21:45:44,failed,expired_card,1,wallet
PAY200151,C102958,3111.31,2026-04-07 18:44:29,failed,insufficient_funds,1,upi
PAY200152,C103261,3421.95,2026-06-10 14:40:46,failed,insufficient_funds,1,upi
PAY200153,C103056,4908.85,2026-06-15 21:33:16,failed,bank_decline,1,netbanking
PAY200154,C103342,4146.56,2026-07-01 20:33:15,failed,network_error,2,netbanking
PAY200155,C101717,12616.2,2026-01-20 10:11:13,failed,insufficient_funds,3,card
PAY200156,C100821,6212.58,2026-06-12 12:18:45,failed,insufficient_funds,2,card
PAY200157,C103844,3917.92,2026-07-15 01:16:21,failed,network_error,1,card
PAY200158,C100009,3779.25,2026-01-27 23:14:45,failed,bank_decline,1,netbanking
PAY200159,C101621,13903.15,2026-05-05 04:36:15,failed,expired_card,2,upi
PAY200160,C102905,3428.24,2026-01-30 13:58:23,failed,expired_card,1,upi
PAY200161,C103172,6160.91,2026-01-09 18:46:38,failed,payment_method_invalid,2,card
PAY200162,C102742,5561.83,2026-07-16 20:17:05,failed,authentication_failure,1,netbanking
PAY200163,C101958,29421.38,2026-01-10 15:26:22,failed,network_error,2,upi
PAY200164,C103689,2636.2,2026-03-16 03:01:35,failed,bank_decline,1,card
PAY200165,C100940,5205.78,2026-05-29 08:57:12,failed,insufficient_funds,1,wallet
PAY200166,C100568,6305.85,2026-02-25 02:26:20,failed,payment_method_invalid,2,card
PAY200167,C102515,68699.69,2026-01-25 01:04:01,failed,bank_decline,1,card
PAY200168,C101281,4618.98,2026-01-05 10:52:34,failed,insufficient_funds,1,card
PAY200169,C101876,4501.01,2026-03-12 00:37:05,failed,expired_card,1,wallet
PAY200170,C101827,7458.22,2026-06-07 17:44:44,failed,bank_decline,2,netbanking
PAY200171,C101056,10439.32,2026-01-10 04:22:16,failed,payment_method_invalid,1,upi
PAY200172,C103993,5070.6,2026-06-04 00:51:10,failed,insufficient_funds,1,card
PAY200173,C101530,4435.6,2026-06-02 09:59:07,failed,network_error,1,card
PAY200174,C102681,114960.92,2026-07-11 15:15:11,failed,payment_method_invalid,3,netbanking
PAY200175,C100639,24948.57,2026-06-14 23:12:19,failed,network_error,2,card
PAY200176,C103964,6392.81,2026-06-18 22:24:18,failed,network_error,2,card
PAY200177,C103948,26398.4,2026-01-22 19:18:26,failed,bank_decline,2,card
PAY200178,C100276,9108.29,2026-04-15 17:59:17,failed,expired_card,1,upi
PAY200179,C102572,24134.61,2026-04-24 17:28:50,failed,insufficient_funds,2,upi
PAY200180,C102378,2462.3,2026-07-12 02:04:59,failed,insufficient_funds,3,upi
PAY200181,C100694,23251.83,2026-04-10 17:00:23,failed,network_error,3,upi
PAY200182,C103077,2793.46,2026-02-17 00:12:12,failed,insufficient_funds,1,card
PAY200183,C103058,4683.94,2026-06-04 04:36:37,failed,network_error,1,card
PAY200184,C103376,6617.33,2026-05-11 22:51:44,failed,network_error,1,card
PAY200185,C102407,3223.04,2026-03-13 02:55:49,failed,expired_card,2,card
PAY200186,C102828,47796.9,2026-01-19 10:02:34,failed,bank_decline,1,card
PAY200187,C102890,2889.9,2026-07-06 07:48:02,failed,network_error,1,card
PAY200188,C103069,12397.51,2026-02-03 20:07:53,failed,insufficient_funds,3,card
PAY200189,C102337,15422.89,2026-05-26 04:18:09,failed,network_error,2,netbanking
PAY200190,C102978,24565.91,2026-02-01 22:04:50,failed,insufficient_funds,2,upi
PAY200191,C100241,191833.95,2026-04-25 23:36:21,failed,payment_method_invalid,1,card
PAY200192,C102470,2483.02,2026-07-10 08:01:25,failed,insufficient_funds,1,upi
PAY200193,C100812,12195.67,2026-03-11 17:05:22,failed,authentication_failure,1,netbanking
PAY200194,C101628,1234.87,2026-07-18 07:28:53,failed,bank_decline,2,netbanking
PAY200195,C103074,39257.71,2026-07-07 08:41:16,failed,authentication_failure,2,upi
PAY200196,C100455,2981.82,2026-06-07 06:14:03,failed,authentication_failure,2,card
PAY200197,C103017,3806.8,2026-03-12 11:30:46,failed,authentication_failure,1,card
PAY200198,C101038,3270.47,2026-05-10 18:10:46,failed,bank_decline,2,wallet
PAY200199,C103015,6423.16,2026-05-04 00:30:44,failed,insufficient_funds,2,card
PAY200200,C103066,6301.46,2026-07-13 22:58:48,failed,expired_card,1,wallet
PAY200201,C100060,5992.46,2026-05-28 20:53:01,failed,insufficient_funds,2,netbanking
PAY200202,C100935,11269.45,2026-04-19 16:56:30,failed,network_error,1,upi
PAY200203,C103220,7131.92,2026-04-03 09:51:58,failed,authentication_failure,2,upi
PAY200204,C101368,9619.87,2026-07-09 20:11:57,failed,bank_decline,2,card
PAY200205,C101756,2665.08,2026-06-04 20:57:50,failed,insufficient_funds,2,netbanking
PAY200206,C100062,9868.3,2026-06-14 07:54:52,failed,payment_method_invalid,4,upi
PAY200207,C102774,42780.09,2026-01-29 05:29:30,failed,insufficient_funds,2,card
PAY200208,C100373,1441.49,2026-05-07 01:23:10,failed,authentication_failure,1,card
PAY200209,C101088,3636.03,2026-07-30 17:33:11,failed,expired_card,1,upi
PAY200210,C101907,9519.66,2026-07-26 02:42:45,failed,insufficient_funds,2,upi
PAY200211,C103078,6743.15,2026-03-31 18:41:11,failed,insufficient_funds,2,card
PAY200212,C101993,7411.6,2026-06-25 18:17:12,failed,payment_method_invalid,2,card
PAY200213,C103929,5120.51,2026-05-25 14:58:21,failed,insufficient_funds,2,card
PAY200214,C102089,5060.28,2026-06-22 16:40:14,failed,payment_method_invalid,1,netbanking
PAY200215,C101014,2946.75,2026-05-29 15:23:58,failed,network_error,2,card
PAY200216,C100763,1582.67,2026-01-10 09:21:29,failed,network_error,2,card
PAY200217,C103136,26272.44,2026-04-16 04:41:10,failed,expired_card,3,netbanking
PAY200218,C101838,22006.61,2026-06-01 00:06:02,failed,bank_decline,2,card
PAY200219,C102419,15612.7,2026-03-09 07:07:27,failed,network_error,2,upi
PAY200220,C101480,5887.04,2026-05-06 08:07:40,failed,expired_card,2,upi
PAY200221,C101092,2253.13,2026-02-19 05:51:34,failed,network_error,1,upi
PAY200222,C102399,22458.11,2026-05-23 19:27:17,failed,insufficient_funds,2,card
PAY200223,C101177,6094.27,2026-03-21 17:39:02,failed,authentication_failure,3,card
PAY200224,C103999,1937.66,2026-01-05 06:33:57,failed,bank_decline,2,netbanking
PAY200225,C102926,11612.09,2026-02-11 19:25:52,failed,expired_card,3,upi
PAY200226,C103278,7143.28,2026-04-05 20:41:36,failed,bank_decline,1,netbanking
PAY200227,C101137,6153.39,2026-02-08 11:38:30,failed,bank_decline,3,card
PAY200228,C100117,14713.73,2026-04-25 17:54:11,failed,insufficient_funds,2,card
PAY200229,C100191,22322.62,2026-06-16 02:30:49,failed,payment_method_invalid,2,card
PAY200230,C103435,15341.82,2026-03-20 07:31:06,failed,network_error,1,card
PAY200231,C103495,9440.47,2026-07-01 21:22:20,failed,payment_method_invalid,1,card
PAY200232,C102718,2215.88,2026-01-11 22:42:25,failed,authentication_failure,2,upi
PAY200233,C102355,25869.73,2026-03-16 13:23:34,failed,expired_card,2,card
PAY200234,C100836,74853.09,2026-05-22 10:35:21,failed,network_error,1,card
PAY200235,C103033,9959.32,2026-03-27 18:38:49,failed,insufficient_funds,2,card
PAY200236,C102065,4077.28,2026-02-09 16:06:42,failed,network_error,3,upi
PAY200237,C102412,12308.84,2026-04-27 19:24:13,failed,expired_card,2,card
PAY200238,C100095,1888.88,2026-04-20 14:08:04,failed,network_error,2,upi
PAY200239,C102065,3006.06,2026-04-17 05:19:25,failed,insufficient_funds,1,card
PAY200240,C102774,24710.46,2026-07-25 20:26:21,failed,bank_decline,2,card
PAY200241,C103079,4651.16,2026-05-11 16:36:59,failed,insufficient_funds,1,wallet
PAY200242,C100581,2086.92,2026-03-30 06:54:31,failed,network_error,1,netbanking
PAY200243,C100128,2170.97,2026-04-14 06:07:53,failed,bank_decline,1,card
PAY200244,C103422,3484.8,2026-04-09 00:46:57,failed,insufficient_funds,1,card
PAY200245,C101247,6389.82,2026-03-12 11:19:58,failed,insufficient_funds,1,card
PAY200246,C101891,18613.51,2026-01-24 19:58:21,failed,insufficient_funds,1,upi
PAY200247,C102509,9778.57,2026-05-01 19:39:40,failed,bank_decline,1,card
PAY200248,C101965,2159.35,2026-03-17 18:43:38,failed,payment_method_invalid,1,card
PAY200249,C103775,3583.44,2026-03-24 11:27:23,failed,insufficient_funds,2,upi
PAY200250,C103369,2141.28,2026-01-25 11:57:53,failed,expired_card,1,upi
PAY200251,C101574,3001.67,2026-06-23 13:54:47,failed,insufficient_funds,1,card
PAY200252,C100764,1694.11,2026-03-14 18:16:32,failed,expired_card,3,card
PAY200253,C103901,118235.05,2026-02-17 04:29:39,failed,insufficient_funds,1,upi
PAY200254,C102833,35304.14,2026-06-28 04:16:08,failed,authentication_failure,3,netbanking
PAY200255,C103021,26873.88,2026-04-20 06:14:36,failed,expired_card,5,card
PAY200256,C101856,8574.41,2026-07-31 11:27:50,failed,expired_card,1,netbanking
PAY200257,C101939,2887.23,2026-06-20 16:18:21,failed,insufficient_funds,1,card
PAY200258,C100727,1710.98,2026-06-16 05:06:33,failed,authentication_failure,1,card
PAY200259,C101716,11745.98,2026-01-12 20:17:41,failed,insufficient_funds,3,card
PAY200260,C102170,8200.99,2026-02-26 04:11:07,failed,bank_decline,2,upi
PAY200261,C100517,10860.29,2026-07-14 03:23:38,failed,authentication_failure,1,wallet
PAY200262,C102541,7179.06,2026-07-13 15:48:48,failed,expired_card,1,upi
PAY200263,C102460,13155.3,2026-02-22 20:46:13,failed,authentication_failure,2,card
PAY200264,C103363,4199.03,2026-05-14 03:30:39,failed,expired_card,1,upi
PAY200265,C100209,4972.95,2026-07-26 10:09:45,failed,expired_card,1,upi
PAY200266,C100902,3404.01,2026-07-06 20:46:31,failed,network_error,1,card
PAY200267,C101716,9004.32,2026-01-13 09:00:17,failed,network_error,2,netbanking
PAY200268,C103519,70063.54,2026-01-14 03:12:53,failed,bank_decline,1,card
PAY200269,C100950,24641.33,2026-04-04 10:42:43,failed,bank_decline,1,card
PAY200270,C103888,3991.17,2026-06-10 21:40:01,failed,expired_card,2,netbanking
PAY200271,C103825,31824.8,2026-04-24 02:55:19,failed,bank_decline,1,upi
PAY200272,C100379,51323.17,2026-06-01 05:27:50,failed,expired_card,1,card
PAY200273,C101453,13658.21,2026-03-03 18:48:44,failed,insufficient_funds,3,upi
PAY200274,C101035,4735.28,2026-03-20 10:42:47,failed,network_error,3,netbanking
PAY200275,C101957,1525.11,2026-06-28 12:58:43,failed,payment_method_invalid,1,upi
PAY200276,C103697,3976.61,2026-02-16 21:18:36,failed,insufficient_funds,1,card
PAY200277,C101501,8427.25,2026-01-29 14:37:04,failed,insufficient_funds,2,upi
PAY200278,C102651,11916.28,2026-04-05 20:27:52,failed,expired_card,1,card
PAY200279,C100548,7498.53,2026-02-05 16:16:14,failed,insufficient_funds,3,card
PAY200280,C102280,5805.99,2026-03-25 01:20:52,failed,network_error,3,card
PAY200281,C101410,65369.34,2026-01-16 11:39:07,failed,expired_card,2,netbanking
PAY200282,C103671,5775.37,2026-07-12 15:38:53,failed,bank_decline,2,upi
PAY200283,C103115,6368.82,2026-02-13 02:11:36,failed,payment_method_invalid,1,card
PAY200284,C100860,33065.88,2026-03-25 07:18:40,failed,authentication_failure,2,card
PAY200285,C102484,20007.06,2026-05-17 23:09:00,failed,bank_decline,1,upi
PAY200286,C101368,4266.03,2026-01-10 13:32:25,failed,payment_method_invalid,1,card
PAY200287,C101749,5475.84,2026-02-16 11:45:30,failed,network_error,2,card
PAY200288,C101850,9217.96,2026-07-29 15:10:48,failed,insufficient_funds,1,card
PAY200289,C103282,7063.24,2026-02-02 01:42:18,failed,expired_card,1,upi
PAY200290,C101160,15219.05,2026-05-28 04:50:20,failed,bank_decline,1,card
PAY200291,C100016,11582.03,2026-01-12 10:17:03,failed,insufficient_funds,1,netbanking
PAY200292,C100771,13177.23,2026-05-03 21:31:47,failed,network_error,1,card
PAY200293,C103306,13204.78,2026-03-02 18:15:39,failed,insufficient_funds,1,card
PAY200294,C101186,4938.1,2026-05-14 21:25:51,failed,insufficient_funds,2,upi
PAY200295,C100238,2322.78,2026-03-08 16:13:00,failed,network_error,1,card
PAY200296,C101601,805.93,2026-03-17 14:02:26,failed,payment_method_invalid,1,card
PAY200297,C103481,5870.84,2026-06-29 16:45:54,failed,authentication_failure,2,netbanking
PAY200298,C103492,103217.32,2026-02-12 17:23:24,failed,bank_decline,1,upi
PAY200299,C103790,4295.49,2026-01-24 05:14:00,failed,bank_decline,1,upi
PAY200300,C102735,8893.89,2026-07-04 07:55:56,failed,insufficient_funds,1,netbanking
PAY200301,C103276,14929.15,2026-06-23 07:33:05,failed,network_error,1,card
PAY200302,C103091,17572.87,2026-05-02 17:20:01,failed,bank_decline,1,wallet
PAY200303,C100078,4642.88,2026-03-30 17:34:49,failed,authentication_failure,1,card
PAY200304,C101672,21232.45,2026-05-28 02:02:47,failed,network_error,3,card
PAY200305,C102104,3231.66,2026-03-20 04:38:26,failed,payment_method_invalid,1,card
PAY200306,C101855,5575.03,2026-04-09 09:31:43,failed,authentication_failure,1,card
PAY200307,C103315,8794.36,2026-04-27 03:57:36,failed,insufficient_funds,2,upi
PAY200308,C103928,8434.44,2026-06-08 12:18:02,failed,payment_method_invalid,2,card
PAY200309,C102180,68049.55,2026-07-10 09:55:11,failed,insufficient_funds,1,card
PAY200310,C100385,12124.96,2026-06-15 08:25:16,failed,payment_method_invalid,1,card
PAY200311,C101439,5906.2,2026-07-14 21:34:53,failed,expired_card,2,upi
PAY200312,C100790,5185.25,2026-05-31 12:00:52,failed,network_error,1,netbanking
PAY200313,C101882,5236.92,2026-07-06 13:13:08,failed,network_error,3,card
PAY200314,C100936,3248.46,2026-03-16 12:03:26,failed,bank_decline,1,card
PAY200315,C100322,20687.39,2026-06-01 12:37:29,failed,authentication_failure,2,card
PAY200316,C100686,24470.05,2026-03-28 07:12:38,failed,authentication_failure,1,upi
PAY200317,C101985,7841.92,2026-05-02 15:05:25,failed,network_error,1,upi
PAY200318,C100565,25294.79,2026-06-04 02:08:51,failed,authentication_failure,1,netbanking
PAY200319,C100111,4310.63,2026-06-02 01:00:46,failed,bank_decline,1,netbanking
PAY200320,C101121,1491.15,2026-02-24 16:10:35,failed,network_error,1,card
PAY200321,C102576,7332.21,2026-01-27 04:42:19,failed,insufficient_funds,1,card
PAY200322,C102523,4604.49,2026-07-27 07:25:46,failed,authentication_failure,1,card
PAY200323,C101561,3610.31,2026-01-17 04:44:37,failed,bank_decline,1,card
PAY200324,C102653,38247.49,2026-02-22 22:24:42,failed,network_error,1,upi
PAY200325,C100765,4229.17,2026-03-28 21:36:17,failed,expired_card,1,card
PAY200326,C102890,3239.77,2026-04-14 11:29:05,failed,authentication_failure,2,upi
PAY200327,C100069,5626.14,2026-03-16 23:48:16,failed,insufficient_funds,1,upi
